poiID,poiCat,poiLon,poiLat
161,Athletic & Sport,139.602017197,35.6769917151
162,Entertainment,139.5868798345,35.6614864713
163,Shop,139.5730912685,35.6348611131
164,Scenic Lookout,139.5697142618,35.6270894487
165,Building,139.5680227165,35.6333907678
166,Transport,139.6613788605,35.6690812692
167,Shop,139.6793205562,35.66867121
168,Building,139.699369669,35.6762019956
169,Restaurant,139.6984362602,35.6606523669
170,Shop,139.7005793452,35.6590680349
171,Transport,139.6988230288,35.6586912076
172,Transport,139.5993601531,35.7038410834
173,Scenic Lookout,139.5926046646,35.7130287659
174,Building,139.5958793163,35.7159687593
175,Store,139.606141448,35.7109989984
176,Restaurant,139.6176461399,35.704668222
177,Transport,139.619987011,35.7046219187
178,Transport,139.6089792252,35.672014179
179,Shop,139.6012456212,35.668343867
180,Transport,139.6171009541,35.6490491857
181,Park,139.6327006817,35.6382988294
182,Building,139.6006146,35.668579
183,Restaurant,139.6004283428,35.6681312099
184,Shop,139.6070102833,35.662780892
185,Shop,139.6086412668,35.6452043339
186,Shop,139.6086412668,35.644380413
187,Shop,139.6012330055,35.669063837
188,Store,139.6626985073,35.6732997444
189,Transport,139.6989619732,35.688620347
190,Shop,139.5947527885,35.6692117453
191,Museum,139.6089470387,35.6670503948
192,Athletic & Sport,139.6669685841,35.6862980444
193,Shop,139.593624,35.680909
194,Building,139.6926534176,35.6911299263
195,Scenic Lookout,139.5958712697,35.6714868733
196,Park,139.593656,35.672628
197,Entertainment,139.5876073837,35.6574531607
198,Restaurant,139.7072660923,35.6903892601
199,Restaurant,139.599514,35.668942
200,Transport,139.6157169342,35.6698744293
201,Transport,139.59992,35.669648
202,Restaurant,139.5811196467,35.7044377415
203,Shop,139.5784911793,35.7038148092
204,Store,139.5840775967,35.6828253569
205,Shop,139.5844262838,35.6828340715
206,Park,139.6259161642,35.67804649
207,Store,139.607968,35.660559
208,Building,139.6121914386,35.679031807
209,Building,139.6244919122,35.6791080759
210,Shop,139.6956145763,35.693365
211,Store,139.7169367969,35.6990431891
212,Transport,139.56082955,35.7027062994
213,Store,139.6089468984,35.6704449284
214,Transport,139.6014851332,35.6668673521
215,Transport,139.5987385511,35.6400427
216,Restaurant,139.5860463381,35.6363325697
217,Store,139.5915234089,35.6533907687
218,Store,139.6085581183,35.6727811629
219,Restaurant,139.5993876457,35.6689287375
220,Shop,139.7600792244,35.665666001
221,Entertainment,139.6989110112,35.6590702142
222,Restaurant,139.7576377214,35.6660812384
223,Building,139.4725942612,35.6838972439
224,Entertainment,139.6960759163,35.6649148703
225,Store,139.7716069222,35.6991156144
226,Store,139.77189692,35.702848
227,School,139.769847393,35.7012197297
228,Shop,139.7717839479,35.7004878698
229,Restaurant,139.7720199823,35.7010868628
230,Shop,139.7709926963,35.6987039332
231,Transport,139.7306656837,35.6860061179
232,Shop,139.7721916437,35.6984926462
233,Transport,139.7758716345,35.6955607096
234,Transport,139.7447031029,35.7012452384
235,Shop,139.7701209784,35.6987671013
236,Shop,139.7718831897,35.7007383583
237,Store,139.7704535723,35.6995076898
238,Shop,139.7304384651,35.6860704383
239,Shop,139.7418880463,35.7009060763
240,Restaurant,139.7387703131,35.6953985131
241,Transport,139.7354722023,35.6912954861
242,Shop,139.7709363699,35.69924195
243,Transport,139.7644749284,35.699718974
244,Restaurant,139.7751910291,35.6983566691
245,Shop,139.7714674473,35.6977607613
246,Restaurant,139.7236450017,35.6884329967
247,Restaurant,139.7708880901,35.6961728093
248,Restaurant,139.7716700925,35.6976156482
249,Transport,139.7228658199,35.6923934
250,Transport,139.7240459919,35.692615595
251,Restaurant,139.7269830108,35.6864418287
252,Restaurant,139.7711965442,35.7015007098
253,Transport,139.7013260345,35.658521727
254,Shop,139.7023931962,35.6598151546
255,Restaurant,139.7001153231,35.6599680788
256,Shop,139.7018399835,35.693136226
257,Shop,139.6973781288,35.6895058977
258,Transport,139.7020626068,35.6841761065
259,Transport,139.7181558609,35.699198386
260,Transport,139.7404289246,35.6301457297
261,Transport,139.7279191017,35.5884342009
262,Shop,139.7280089791,35.5897224676
263,Transport,139.7160503268,35.5624778239
264,Shop,139.7151398525,35.5635150452
265,Shop,139.714974,35.563634
266,Shop,139.7157383545,35.7300416101
267,Transport,139.7012472153,35.691522041
268,Shop,139.7000455856,35.6882543601
269,Shop,139.7015953747,35.6835333828
270,Transport,139.7784090042,35.6297097116
271,Shop,139.7770419938,35.6294184817
272,Transport,139.7787952423,35.6275252253
273,Transport,139.7670444846,35.6743499706
274,Shop,139.7671922151,35.6740368517
275,Restaurant,139.7639492154,35.6710445439
276,Restaurant,139.7700512409,35.6984120521
277,Restaurant,139.772448,35.697854
278,Restaurant,139.772092,35.701263
279,Restaurant,139.7747603741,35.6989411908
280,Store,139.7718214989,35.6998082796
281,Shop,139.7418339336,35.7008184444
282,Shop,139.7720333934,35.701239333
283,Restaurant,139.7574877739,35.6976649187
284,Transport,139.7109555728,35.7298646365
285,Shop,139.7181665897,35.7293476794
286,Restaurant,139.7188425064,35.7264473621
287,Transport,139.7111606598,35.7302273344
288,Shop,139.7159966826,35.7299181498
289,Transport,139.7841719956,35.5489635779
290,Transport,139.7200655937,35.6879406556
291,Shop,139.7704133391,35.6988825464
292,Transport,139.723649025,35.6261168322
293,Restaurant,139.7713708878,35.7021737512
294,Shop,139.7574046254,35.6977716525
295,Restaurant,139.738041088,35.62667496
296,Restaurant,139.7702323425,35.6985039284
297,Transport,139.7567421198,35.6556181358
298,Transport,139.7884082794,35.5513797685
299,Shop,139.7719180584,35.7007492491
300,Restaurant,139.7675970197,35.6912170631
301,Entertainment,139.7151196003,35.7300357272
302,Restaurant,139.7418183088,35.7006621228
303,Transport,139.6945866197,35.7562603942
304,Restaurant,139.587328434,35.8147116126
305,Shop,139.6977898479,35.7559028803
306,Entertainment,139.7005458176,35.7562794398
307,Transport,139.7381329536,35.7524332252
308,Park,139.7151142359,35.8037138501
309,Entertainment,139.7011372447,35.6916854215
310,Entertainment,139.7007644176,35.685905904
311,Shop,139.7309607267,35.6657865198
312,Entertainment,139.7229027003,35.6242810876
313,Restaurant,139.7247004509,35.6261517153
314,Transport,139.7234398127,35.6264504012
315,Shop,139.7056244831,35.6686349686
316,Shop,139.705861,35.66868
317,Shop,139.7139796615,35.8075532341
318,Restaurant,139.7652554512,35.6717004107
319,Entertainment,139.7646734118,35.682644529
320,Entertainment,139.7490388155,35.6236226511
321,Building,139.7474626262,35.6232381655
322,Shop,139.7416841984,35.6289074321
323,Shop,139.7066018824,35.8050894196
324,Church,139.7035324574,35.8105397767
325,Restaurant,139.7106832266,35.7297831534
326,Restaurant,139.6969268471,35.7557858853
327,Transport,139.7175872326,35.8019169981
328,Entertainment,139.717795,35.802618
329,Office,139.7138643265,35.6417254991
330,Restaurant,139.69548,35.75539
331,Restaurant,139.7500956059,35.6224191373
332,Restaurant,139.740072582,35.629089615
333,Transport,139.7028968265,35.7482471773
334,Restaurant,139.7175335884,35.8029089698
335,Entertainment,139.7358852625,35.6071643382
336,Transport,139.7347489277,35.6071430623
337,Restaurant,139.7021859884,35.7480404336
338,Restaurant,139.750683,35.622114
339,Entertainment,139.7385607552,35.6279983054
340,Entertainment,139.7109621763,35.7311243982
341,Office,139.7491842745,35.6228663588
342,Restaurant,139.6955871275,35.660019607
343,Store,139.7107958794,35.7297831534
344,Restaurant,139.7442001104,35.629112363
345,Transport,139.7508198023,35.6205178973
346,Restaurant,139.7002341167,35.7499397885
347,Store,139.6998095512,35.6618465881
348,Restaurant,139.702406,35.748909
349,Restaurant,139.7492319345,35.6228355725
350,Building,139.7003986627,35.6674115713
351,Transport,139.7208380699,35.7780624397
352,Entertainment,139.69602494,35.75754549
353,Restaurant,139.700208,35.7490549
354,Restaurant,139.695186764,35.7566287896
355,Store,139.7384333611,35.6276691154
356,Restaurant,139.7189554066,35.8029651414
357,Restaurant,139.6979255346,35.7558235316
358,Restaurant,139.6957272291,35.7557265715
359,Transport,139.7321246967,35.6631888492
360,Transport,139.6547484398,35.7374079166
361,Restaurant,139.7320099516,35.66248208
362,Restaurant,139.6732583642,35.7447315305
363,Office,139.7267568599,35.6709485873
364,Restaurant,139.6530807763,35.7372745657
365,Office,139.7565704584,35.6561150351
366,Store,139.7311768091,35.6655333842
367,Entertainment,139.6986722946,35.6432600414
368,Transport,139.7322884202,35.663247814
369,Restaurant,139.6620118618,35.7384355273
370,Transport,139.7240459919,35.6727157952
371,Transport,139.7321167588,35.6633153686
372,Entertainment,139.6556764841,35.7388448262
373,Office,139.6527904272,35.7355094145
374,Entertainment,139.6486330032,35.7423629681
375,Transport,139.6545231342,35.7378738265
376,Park,139.6549274772,35.7376120247
377,Store,139.7137033939,35.7309937585
378,Entertainment,139.7597971559,35.6961771659
379,Shop,139.7096987491,35.7295979048
380,Transport,139.7110962868,35.7290254271
381,Entertainment,139.7323741433,35.6637667711
382,Restaurant,139.7565865517,35.6560758063
383,Store,139.6572697163,35.7390146411
384,Transport,139.6546947956,35.737386145
385,Restaurant,139.7341344506,35.6625123369
386,Transport,139.7545471625,35.6568682526
387,Restaurant,139.6618509293,35.7394761874
388,Factory,139.729844,35.665588
389,Transport,139.7636032105,35.7002003516
390,Restaurant,139.6540139,35.7372297
391,Shop,139.7636514902,35.6766464753
392,Store,139.7322119,35.6629391
393,Entertainment,139.7321296856,35.6644373415
394,Transport,139.7246736288,35.665441
395,Store,139.756380806,35.6565894012
396,Transport,139.7675246,35.6351946456
397,Entertainment,139.711048,35.728721
398,Restaurant,139.731452,35.66409
399,Office,139.663425386,35.6655217573
400,Transport,139.6674728394,35.6615850814
401,Restaurant,139.6525222063,35.7374993571
402,Office,139.7312217087,35.6651438031
403,Shop,139.7292119265,35.6605128946
404,Restaurant,139.656355083,35.7378651179
405,Entertainment,139.6534958482,35.7373676392
406,Restaurant,139.667569,35.661261
407,Restaurant,139.6631531408,35.7378259504
408,Restaurant,139.729946,35.662973
409,Restaurant,139.7322750092,35.6627749302
410,Shop,139.6538954973,35.7378433465
411,Store,139.7310519218,35.6655424589
412,Entertainment,139.661915,35.739428
413,Office,139.7313613966,35.6658208601
414,Entertainment,139.72973,35.661993
415,Shop,139.66082,35.737532
416,Shop,139.787487,35.554844
417,Restaurant,139.667978,35.66307497
418,Restaurant,139.6678429842,35.6608070936
419,Restaurant,139.7301077843,35.66590855
420,Restaurant,139.6548396349,35.7378368151
421,Restaurant,139.7311269207,35.6654057703
422,Office,139.7143363953,35.6305686649
423,Restaurant,139.7149104283,35.6338919369
424,Transport,139.668803215,35.5898127209
425,Transport,139.6688391408,35.6075380782
426,Transport,139.6477920236,35.608468006
427,Transport,139.6590292454,35.5484969904
428,Transport,139.7285527736,35.6196991729
429,Shop,139.6626341343,35.5740324828
430,Store,139.607077539,35.5654102818
431,Shop,139.6672689915,35.5358320523
432,Entertainment,139.7668078422,35.680600741
433,Restaurant,139.7707593441,35.6825116311
434,Transport,139.7632188184,35.6749784956
435,Restaurant,139.6424236894,35.5450990636
436,Restaurant,139.6080109477,35.5537452714
437,Transport,139.7491192818,35.5815761474
438,Restaurant,139.770554,35.681586
439,Entertainment,139.774889946,35.6995599663
440,Restaurant,139.7746324539,35.6967151998
441,Store,139.611479044,35.5742353726
442,Transport,139.6172267712,35.5727857
443,Transport,139.7217685999,35.6018424875
444,Restaurant,139.650810957,35.5655673747
445,Store,139.6673065424,35.5358800706
446,Transport,139.6112000942,35.5990211492
447,Store,139.6117000883,35.5647877687
448,Transport,139.7257518768,35.6091095087
449,Transport,139.6969020367,35.531326929
450,Restaurant,139.7004385527,35.5290406128
451,Shop,139.69576478,35.532942167
452,Store,139.6970629692,35.5329159742
453,Transport,139.6598929167,35.5720995498
454,Restaurant,139.7707808018,35.6813961518
455,Shop,139.5723724365,35.5441431661
456,Entertainment,139.6025875211,35.543793977
457,Restaurant,139.6306119114,35.5870174851
458,Transport,139.5730188489,35.5795779526
459,Store,139.6626502,35.57127051
460,Shop,139.6127319336,35.5651512146
461,Transport,139.7536039352,35.7084682648
462,Transport,139.5751941204,35.8222151451
463,Transport,139.6414232254,35.5810526077
464,Transport,139.7633135319,35.6750515663
465,Building,139.7454768419,35.6585646161
466,Store,139.7586464882,35.6569998568
467,Office,139.7486652796,35.5815468868
468,Restaurant,139.6189731359,35.6022434126
469,Store,139.7709512132,35.6828758768
470,Store,139.615303874,35.5623425442
471,Store,139.64017887,35.56368863
472,Store,139.6837806702,35.5313531223
473,Entertainment,139.6952927113,35.6608005559
474,Store,139.6414556952,35.5800257254
475,Restaurant,139.6601128578,35.5457319575
476,Building,139.6111524272,35.5645988941
477,Store,139.6074002,35.5654639006
478,Office,139.5767545989,35.5760061455
479,Shop,139.771156311,35.7015290256
480,Transport,139.765222,35.699583
481,Transport,139.791366756,35.6302285728
482,Store,139.7628951073,35.6754394023
483,Transport,139.7644805908,35.6798057556
484,Store,139.682841897,35.5251407032
485,Shop,139.614161253,35.5728500395
486,Entertainment,139.7889500856,35.6824114129
487,Shop,139.6053984761,35.5520824436
488,Shop,139.6965050697,35.5297116585
489,Entertainment,139.7150228556,35.563375
490,Building,139.727575779,35.6183724072
491,Restaurant,139.731144,35.619121
492,Transport,139.7166967392,35.564649904
493,Store,139.7137382627,35.5611752022
494,Store,139.7145912309,35.56236407
495,Restaurant,139.7358584404,35.5846736871
496,Restaurant,139.7141338885,35.5764153148
497,Store,139.7707244754,35.7022151355
498,Store,139.7709819675,35.7011739886
499,Store,139.7710463405,35.7009866679
500,Store,139.7709350586,35.701335907
501,Store,139.770708,35.70068555
502,Store,139.7702175379,35.699319276
503,School,139.7707673907,35.7042298685
504,Store,139.7732227018,35.693685988
505,Restaurant,139.7728072107,35.6954866474
506,Store,139.7159148753,35.5700143951
507,Restaurant,139.71562922,35.5625912841
508,Shop,139.7137882577,35.56234446
509,Store,139.7155837409,35.5637338924
510,Restaurant,139.7649013996,35.6684275599
511,Entertainment,139.7742462158,35.6982399724
512,Restaurant,139.722965,35.568299
513,Shop,139.7139279044,35.5613828831
514,Shop,139.7137516737,35.5612210234
515,Transport,139.7690320015,35.5450597803
516,Transport,139.7237301618,35.5606837133
517,Shop,139.7102813721,35.5722160339
518,Restaurant,139.7145697474,35.5623949106
519,Shop,139.7176972032,35.5591312216
520,Transport,139.7637802362,35.6998474869
521,Restaurant,139.7613930702,35.6963329129
522,Shop,139.7708626091,35.6990371991
523,Store,139.7698098421,35.6993573944
524,Store,139.7710490227,35.7005140078
525,Store,139.7708129883,35.7009496393
526,Restaurant,139.756739,35.704881
527,Store,139.7705318709,35.6987636942
528,Store,139.7699922323,35.7026093737
529,Transport,139.7281237164,35.6197449559
530,Restaurant,139.7162353992,35.5639091561
531,Shop,139.716143,35.566905
532,Store,139.7160047293,35.5658030136
533,Entertainment,139.7145724297,35.5623425442
534,Restaurant,139.7149372101,35.5610071908
535,Shop,139.7156694531,35.5632436771
536,Transport,139.6348679066,35.5369408326
537,Restaurant,139.6353319287,35.5379601112
538,Transport,139.7148954659,35.5619305829
539,Restaurant,139.715402,35.562898
540,Transport,139.7781515121,35.7212909817
541,Transport,139.8139429092,35.6964320245
542,Transport,139.6632456779,35.5749094866
543,Building,139.6629881859,35.5724966121
544,Entertainment,139.662655592,35.5729023989
545,Transport,139.6843868494,35.5310518988
546,Store,139.7148206539,35.5643438442
547,Shop,139.7138844635,35.5624280934
548,Store,139.7116836216,35.5698949627
549,Shop,139.772862196,35.6987235371
550,Store,139.7707700729,35.6994249185
551,Restaurant,139.76932188,35.702846
552,Entertainment,139.7157204151,35.5639571576
553,Entertainment,139.7718751431,35.7007405365
554,Restaurant,139.7530353069,35.706569073
555,Athletic & Sport,139.7519087791,35.7055846116
556,Athletic & Sport,139.7171292454,35.6745814761
557,Transport,139.7202372551,35.6800802147
558,Transport,139.513771534,35.7946508626
559,Transport,139.5865398645,35.7495381024
560,Transport,139.6695864201,35.817647862
561,Transport,139.66914922,35.8476805418
562,Transport,139.5871835947,35.8154467726
563,Transport,139.6001872123,35.7971111694
564,Transport,139.6720785618,35.7158528512
565,Shop,139.6808731556,35.8190920218
566,Transport,139.6905183792,35.8280173907
567,Transport,139.8112821579,35.7444011769
568,Transport,139.8115718365,35.7439957163
569,Transport,139.586995691,35.814590023
570,Transport,139.6329273283,35.7776043813
571,Transport,139.5622419796,35.8306627124
572,Transport,139.6129149182,35.7882741541
573,Transport,139.7597515583,35.6751452572
574,Entertainment,139.7729372978,35.698993635
575,Restaurant,139.6989834309,35.6880016538
576,Transport,139.4952374697,35.6690344202
577,Transport,139.4860609621,35.6683507487
578,Athletic & Sport,139.4856405258,35.6624916345
579,Transport,139.4770547748,35.6662920722
580,Transport,139.6693772078,35.8475620513
581,Transport,139.4882583618,35.7370552166
582,Transport,139.6374320984,35.8537874554
583,Store,139.7751474381,35.6973556078
584,Transport,139.7767224619,35.7140723228
585,Transport,139.6999597549,35.695896167
586,Shop,139.7019553185,35.6934390182
587,Transport,139.7011291981,35.6899884261
588,Transport,139.7100448608,35.7293912269
589,Transport,139.6537399292,35.757866194
590,Transport,139.7000147227,35.6897239982
591,Transport,139.710688591,35.7302970096
592,Transport,139.4771432877,35.6661526098
593,Transport,139.6594744921,35.5766809179
594,Transport,139.6631544828,35.5764802158
595,Store,139.7119969979,35.7294779855
596,Athletic & Sport,139.4847148462,35.6630569609
597,Transport,139.7654914856,35.6805682468
598,Transport,139.7708773613,35.6916701727
599,Transport,139.7758340836,35.7130069759
600,Transport,139.7028833628,35.6716023579
601,Transport,139.7025239468,35.6706762974
602,Transport,139.7016951018,35.6579554786
603,Transport,139.6657991409,35.7058285501
604,Shop,139.6656650305,35.7075012508
605,Shop,139.6656811237,35.7092523217
606,Entertainment,139.6715176106,35.7043605521
607,Transport,139.772926569,35.698361953
608,Athletic & Sport,139.6704447269,35.857926584
609,Store,139.698743251,35.6918961027
610,Transport,139.697826554,35.6904669945
611,Transport,139.7653198242,35.6815094434
612,Transport,139.6785879135,35.7437954343
613,Transport,139.775480032,35.6980722488
614,Transport,139.7767923594,35.7136883465
615,Transport,139.8156702518,35.6890299018
616,Transport,139.8157024384,35.6890211879
617,Athletic & Sport,139.8615984588,35.6920271445
618,Transport,139.8613536358,35.6924631083
619,Transport,139.8425084353,35.7064253249
620,Transport,139.7110602248,35.7300565001
621,Transport,139.7788274288,35.7204722014
622,Transport,139.7841703892,35.7202108867
623,Transport,139.5562416315,35.8038204417
624,Shop,139.6994608641,35.6599964093
625,Shop,139.6980714798,35.6608855465
626,Entertainment,139.6954425382,35.6626033218
627,Shop,139.6700450778,35.6619468322
628,Restaurant,139.6659761667,35.7085379591
629,Restaurant,139.7464015336,35.6478172749
630,Shop,139.669319,35.663088
631,Athletic & Sport,139.7043907642,35.6966324255
632,Restaurant,139.6669095755,35.6602383079
633,Park,139.6291084064,35.7630406373
634,Store,139.6287946527,35.7603620099
635,Church,139.7434506311,35.6480980592
636,Entertainment,139.61563344,35.6534414909
637,Shop,139.7015476227,35.689944857
638,Athletic & Sport,139.751393795,35.7035415978
639,Building,139.66595588,35.661623
640,Transport,139.7038972378,35.7129024404
641,Entertainment,139.7605776787,35.6712776932
642,Restaurant,139.6664965153,35.7078584375
643,Transport,139.6240793914,35.6473496489
644,Entertainment,139.6654477716,35.7085771621
645,Restaurant,139.7436153889,35.6470875498
646,Restaurant,139.7456940522,35.6467198213
647,Transport,139.70051229,35.6594619415
648,Store,139.668459535,35.6616603418
649,Shop,139.6649520702,35.7082962694
650,Restaurant,139.6694013476,35.6625112473
651,Transport,139.747568965,35.6457318132
652,Store,139.6974089742,35.6607395369
653,Entertainment,139.695477439,35.6584962211
654,Transport,139.7945612669,35.6723192303
655,Entertainment,139.7975626588,35.6710009645
656,Shop,139.694833,35.686611
657,Transport,139.700797564,35.6595326391
658,Shop,139.7010567784,35.6618814556
659,Entertainment,139.7046520865,35.6612692601
660,Restaurant,139.6491828561,35.7038944462
661,Transport,139.664356,35.705918
662,Building,139.7000546125,35.6900750125
663,Entertainment,139.698181,35.689117
664,Entertainment,139.695591,35.658509
665,Entertainment,139.7090497613,35.6664729372
666,Restaurant,139.704302,35.700992
667,Entertainment,139.7530460358,35.6702317845
668,Shop,139.70294,35.690744
669,Restaurant,139.6976208687,35.6587956225
670,Restaurant,139.6971078295,35.662410434
671,Entertainment,139.7004734565,35.6904322883
672,Entertainment,139.667891264,35.7062576186
673,Building,139.7713923454,35.6996165993
674,Restaurant,139.636542,35.702545
675,Entertainment,139.6360163932,35.7084088827
676,School,139.7435536981,35.6486503236
677,Shop,139.6972673808,35.6613217377
678,Restaurant,139.5012087375,35.6701593331
679,Store,139.5010578632,35.67060657
680,Entertainment,139.8038604856,35.748421384
681,School,139.742885828,35.6492279102
682,Entertainment,139.6663224826,35.7080757575
683,Restaurant,139.7445284539,35.6473959677
684,Transport,139.777507782,35.7136951648
685,Restaurant,139.7713856399,35.7018513891
686,Building,139.757283926,35.6664184598
687,Scenic Lookout,139.7005739808,35.6590680349
688,Transport,139.7010024637,35.6591334137
689,Building,139.564465,35.616781
690,Restaurant,139.5639824867,35.6163184389
691,Entertainment,139.5661497116,35.6150581223
692,Transport,139.5794427395,35.6152936155
693,Transport,139.5697116852,35.620814424
694,Office,139.7009222212,35.5350619072
695,Transport,139.858263731,35.7167875859
696,Building,139.8578238487,35.7169966466
697,Athletic & Sport,139.775509255,35.7334859001
698,Transport,139.777572155,35.7332058958
699,School,139.7707914634,35.727917783
700,Transport,139.77095,35.728359
701,Transport,139.7725135088,35.6984948244
702,Building,139.7714580596,35.6980836846
