164-19014	3	2	0	
161-18703	10	2	18	
150-17281	15	7	15	
78-9083	2	1	0	
78-9080	2	2	1	
65-7751	4	12	5	
75-8898	3	0	14	
21-2449	0	3	13	
13-1373	8	0	2	14	
44-4923	2	1	1	
196-22477	6	1	19	
196-22476	6	1	19	
168-19362	11	1	18	
68-8160	1	1	9	
65-7961	3	19	4	5	
65-7964	5	10	3	
13-1382	8	0	0	8	
18-2062	20	3	3	0	
117-13695	7	7	7	
196-22394	6	19	1	
96-11052	2	0	0	2	
147-16945	0	0	0	
63-7514	11	1	4	
102-11756	24	4	1	11	
141-16237	14	19	1	
49-5527	4	22	22	22	
49-5526	1	11	1	0	
21-2619	0	1	1	
196-22512	19	1	6	
21-2614	1	1	9	9	1	11	
26-3083	4	4	18	
187-21668	1	0	16	
124-14502	13	3	1	1	
96-11122	12	16	16	12	
63-7560	2	0	8	0	
194-22320	25	26	26	
161-18522	10	2	27	
187-21478	1	0	16	
187-21475	1	0	16	
187-21476	0	1	3	
1-2	1	11	1	6	
187-21470	11	1	19	0	
1-7	6	1	11	11	1	6	
187-21572	1	0	16	
55-6394	17	7	10	
151-17401	0	1	6	
192-22010	5	4	1	11	1	
18-2110	1	11	8	
13-1409	20	23	23	8	
58-6744	5	10	7	
128-14744	19	0	0	19	
65-7844	5	10	0	20	
65-7840	3	1	5	
196-22629	19	1	6	
59-6840	6	1	0	
113-13077	9	10	0	
113-13074	9	2	0	
113-13075	2	0	0	
18-2184	1	11	8	
151-17497	23	8	0	
117-13794	7	6	26	
117-13793	1	1	10	
36-4340	28	28	13	
18-2026	1	11	8	
151-17498	0	1	6	
96-11155	23	2	2	
9-1057	6	1	7	9	9	10	
159-18413	0	19	1	
5-478	1	1	1	
135-15421	3	9	9	
13-1320	6	1	1	
13-1323	0	0	20	
146-16829	18	1	28	
13-1328	8	0	0	8	
196-22422	6	1	19	
30-3729	0	20	3	13	
196-22426	20	20	3	13	
30-3726	0	3	13	
113-12981	0	2	2	
113-12982	9	0	0	
63-7462	4	1	11	
124-14399	9	7	4	1	
21-2577	1	1	4	
57-6566	4	0	1	
100-11639	1	11	1	
196-22473	1	6	25	
196-22640	6	1	6	
196-22528	19	1	6	
63-7489	4	1	11	1	4	
58-6757	5	7	1	
35-4191	8	0	2	
76-8948	1	0	18	
191-21905	11	7	7	
146-16910	12	4	1	
96-11204	2	0	2	
191-21908	22	8	0	11	
124-14398	1	4	7	9	
143-16516	19	1	11	
151-17527	0	19	0	0	
18-2096	1	11	8	
196-22633	19	1	6	
196-22634	6	19	1	
196-22580	6	1	4	
65-7916	4	10	5	
116-13467	21	18	18	
147-17041	21	21	0	
100-11630	23	19	11	1	
187-21528	1	0	16	
187-21529	1	0	16	
187-21522	1	0	16	
10-1112	2	1	11	6	
151-17450	0	0	0	
151-17457	0	19	1	
8-888	12	3	1	
179-20532	5	28	28	5	
18-1984	24	8	7	
113-13039	9	0	0	
65-7721	5	7	4	5	
12-1288	6	1	19	
78-9076	0	0	3	
146-16860	1	11	1	4	12	
78-9072	1	1	0	
126-14628	4	19	1	11	
126-14629	1	6	9	
13-1361	8	20	0	
196-22466	11	1	6	
118-13843	20	0	1	
68-8176	13	2	3	26	
107-12395	20	10	5	5	10	
68-8178	18	4	4	
13-1444	8	0	0	
35-4228	10	28	5	
13-1446	10	2	14	2	
8-839	12	4	1	4	
102-11744	11	1	4	
102-11745	4	8	23	
76-8979	4	1	4	
29-3576	2	17	2	
49-5532	0	0	27	
49-5536	11	1	0	0	
146-16810	1	10	15	
196-22418	6	1	19	
102-11759	9	1	11	1	0	
196-22411	6	1	19	
196-22413	6	1	19	
124-14510	1	4	9	
198-22866	4	6	13	
193-22193	3	3	2	2	
63-7458	21	8	0	21	
9-987	1	1	4	
49-5547	14	2	27	27	
196-22575	19	1	6	
22-2708	25	3	20	
49-5548	27	2	14	
12-1303	1	1	11	
29-3609	2	17	2	
