141-16263	11	10	10	
96-11088	2	0	0	2	
196-22663	7	1	17	
227-25713	0	3	15	
289-32538	2	6	29	
49-5556	11	13	13	
196-22544	17	1	7	
365-40906	23	2	2	
196-22540	17	1	7	
342-38136	1	1	4	4	
196-22548	9	1	7	
12-1313	7	1	0	
12-1317	1	4	24	23	5	
12-1315	1	24	1	
26-3038	3	3	2	
187-21492	1	17	0	13	
365-40750	23	2	2	0	
187-21496	7	0	18	
321-35734	9	1	16	
102-11766	0	25	22	
47-5121	12	23	23	
365-40759	0	2	2	23	
187-21556	1	0	18	
187-21653	1	0	18	
76-9006	1	1	2	
76-9008	4	0	1	
339-37759	0	1	1	17	
205-23341	0	17	1	
350-39085	11	11	0	
8-772	19	25	4	
288-32436	1	1	0	
384-42749	3	0	0	10	
187-21446	1	0	18	
365-40831	2	23	23	0	
55-6365	0	17	17	4	
251-28038	12	1	9	
205-23344	9	9	1	4	
117-13764	6	1	1	
79-9121	0	1	3	
117-13760	8	1	1	6	
248-27628	0	1	9	
36-4391	4	1	7	
105-12125	0	17	1	
105-12123	6	2	0	0	
105-12120	0	1	9	1	0	
65-7820	3	0	2	2	5	
353-39452	14	0	0	14	
321-35740	12	12	16	
98-11333	0	2	11	
29-3603	2	3	3	
288-32423	0	17	1	
230-25943	10	17	1	9	9	27	
385-42771	6	16	3	
116-13686	25	0	0	
187-21449	1	17	0	
320-35625	1	9	1	
164-19004	3	3	4	
271-30356	1	9	1	
283-31623	25	4	25	
252-28148	20	23	5	
204-23291	1	1	0	
227-25665	0	3	15	
302-34092	0	3	0	
227-25660	3	3	15	
147-16959	26	26	0	
227-25663	1	1	27	
1-5	1	1	7	
5-457	1	1	2	
398-44303	0	3	1	
385-42778	10	4	8	
235-26330	1	9	1	
135-15520	3	8	8	12	
336-37377	1	9	3	
168-19371	10	10	0	
65-7896	3	0	2	6	
196-22442	7	1	17	
347-38808	4	1	9	
359-40111	15	27	1	7	
124-14403	3	3	15	
12-1266	7	1	8	2	1	
65-7951	5	6	3	
65-7952	3	1	5	
289-32525	27	7	1	
285-31860	11	2	3	
12-1280	4	1	9	7	
63-7500	1	4	10	10	0	25	
99-11541	10	4	7	
21-2593	1	9	1	
102-11764	9	1	22	
289-32528	23	6	2	1	7	
33-3980	5	1	5	
352-39346	27	21	0	
205-23342	5	1	9	
196-22506	1	1	7	
371-41651	4	6	19	
205-23349	25	1	3	3	1	
196-22509	17	1	4	
58-6792	8	23	5	
49-5519	19	13	13	
161-18546	2	0	16	
161-18540	6	2	13	
282-31536	2	0	0	2	
332-36951	24	24	7	
135-15459	3	12	8	3	
233-26198	9	1	21	
26-2994	3	7	21	7	
96-11031	2	0	0	
298-33660	13	0	17	0	
30-3754	15	3	14	
38-4513	6	4	1	
274-30607	9	1	15	
55-6339	2	2	6	
38-4519	6	4	1	
113-13124	12	6	0	
327-36504	2	6	29	
395-43957	7	2	1	
196-22595	1	7	7	
227-25680	1	9	1	
196-22597	17	1	7	
43-4894	1	3	1	
196-22592	17	4	1	7	
227-25685	15	2	11	
100-11596	17	1	1	
164-18991	17	3	3	
187-21468	1	0	18	
47-5173	0	12	23	
187-21462	1	0	18	
187-21461	18	0	1	17	
353-39377	1	1	0	
163-18855	19	19	5	
353-39470	0	14	14	
187-21501	1	0	18	
339-37710	0	1	17	
230-25985	10	17	9	
45-5026	3	9	1	
187-21509	1	0	18	
151-17473	1	17	0	2	
113-13010	0	4	17	0	
187-21667	1	0	18	
385-42782	0	16	6	
196-22424	1	1	7	
31-3794	25	4	7	
31-3791	8	4	7	
235-26326	1	9	9	9	
13-1434	0	0	10	
13-1436	0	14	14	
146-16881	1	9	1	
146-16884	2	0	17	1	
338-37618	2	2	11	
117-13717	6	1	1	
78-9073	0	0	1	
117-13714	5	1	1	
13-1439	4	17	1	
338-37611	17	1	1	4	
126-14605	1	1	7	
365-40883	23	0	0	
196-22486	7	1	17	
126-14602	0	0	15	
196-22485	7	1	1	4	7	
232-26125	12	1	9	7	
318-35554	6	12	8	4	1	17	
318-35555	1	9	1	4	8	6	
124-14441	15	7	9	4	4	
68-8159	27	4	0	
68-8157	12	1	1	12	27	
59-6857	14	10	28	
68-8155	12	1	9	
68-8153	0	17	1	1	7	
68-8150	12	4	1	1	
113-13066	12	0	0	
201-23083	0	1	9	
365-40826	23	10	10	
30-3733	6	4	15	
29-3672	3	2	1	3	
113-12994	12	6	0	
29-3677	3	25	25	3	
43-4920	22	1	9	
96-11160	2	14	2	0	
128-14716	9	0	1	
5-462	6	29	29	23	
96-11168	2	0	0	2	
293-32982	1	9	7	15	
293-33018	7	1	15	
12-1272	7	1	9	8	1	9	
196-22467	9	1	7	
30-3716	24	1	7	
33-4012	5	26	1	
196-22435	7	1	17	
86-9771	4	10	26	
338-37608	6	4	7	0	0	2	
18-2222	1	9	10	
14-1567	21	1	9	
342-37998	14	3	3	
63-7470	2	2	25	
257-28689	2	11	19	5	5	
257-28687	5	5	5	
196-22558	1	7	15	
194-22311	27	7	1	
194-22313	1	12	12	
265-29658	28	10	0	
257-28696	5	16	5	5	
334-37195	25	24	1	
199-22883	15	3	1	9	0	
336-37476	0	1	1	
285-31831	11	11	11	
289-32561	1	7	27	
385-42774	6	3	0	10	
385-42776	0	28	0	4	7	
385-42777	2	3	0	
285-31931	11	2	3	
394-43872	0	26	10	10	
353-39438	3	14	14	
173-20014	0	28	28	0	
227-25686	11	2	15	
98-11405	14	0	0	
187-21540	1	0	18	
12-1295	29	29	8	1	1	7	7	
187-21542	1	0	18	
113-13111	0	2	2	
18-2127	1	9	10	
289-32511	7	23	12	
80-9239	4	3	14	
264-29517	27	9	1	
289-32517	29	1	7	27	
192-22025	3	2	3	
227-25774	1	9	1	
365-40963	23	2	0	
365-40809	0	6	23	23	
365-40967	23	2	2	0	
105-12113	0	3	7	7	
65-7694	8	5	5	
105-12114	7	3	0	
233-26226	19	5	23	
284-31690	0	1	1	
163-18866	18	0	0	18	
187-21531	1	0	18	
65-7814	5	25	2	5	
353-39444	8	8	14	
187-21537	1	0	18	
248-27622	1	9	1	
36-4312	20	20	16	2	
164-19014	3	2	0	
257-28703	5	6	4	5	
230-25959	10	1	10	
304-34213	9	1	4	
161-18703	6	2	16	
150-17281	22	8	22	
78-9083	2	1	0	
78-9080	2	2	1	
65-7751	4	19	5	
75-8898	3	0	11	
21-2449	0	3	15	
13-1373	10	0	2	11	
371-41639	3	0	17	1	
44-4923	2	1	1	
196-22477	7	1	17	
196-22476	7	1	17	
371-41638	7	1	9	
168-19362	9	1	16	
359-40109	15	4	0	
68-8160	1	1	12	
65-7961	3	17	4	5	
318-35567	21	27	4	8	
318-35566	5	6	8	27	
359-40106	17	1	4	7	
65-7964	5	6	3	
318-35563	1	9	1	
365-40856	23	23	2	
13-1382	10	0	0	10	
18-2062	14	3	3	0	
117-13695	8	8	8	
201-23070	2	2	0	
196-22394	7	17	1	
365-40817	2	2	0	
96-11052	2	0	0	2	
147-16945	0	0	0	
63-7514	9	1	4	
336-37360	15	0	17	1	9	
102-11756	24	4	1	9	
371-41647	21	1	4	
205-23352	2	1	9	1	4	
141-16237	11	17	1	
49-5527	4	28	28	28	
49-5526	1	9	1	0	
21-2619	0	1	1	
196-22512	17	1	7	
21-2614	1	1	12	12	1	9	
233-26178	1	9	1	
26-3083	4	4	16	
310-34863	0	25	24	
350-39116	0	16	5	
272-30461	9	7	27	3	
187-21668	1	0	18	
246-27430	12	1	2	1	
369-41531	6	1	1	
124-14502	15	3	1	1	
96-11122	19	18	18	19	
384-42762	3	2	3	
384-42763	3	2	0	
396-44091	3	0	27	
339-37701	0	1	1	
384-42764	0	0	2	
384-42765	3	0	10	
264-29556	1	4	6	
250-27903	1	0	2	6	
63-7560	2	0	10	0	
360-40198	0	0	1	9	
194-22320	21	27	27	
296-33441	13	13	18	
161-18522	6	2	13	
290-32582	0	1	9	
289-32532	27	7	1	
285-31805	0	0	3	
187-21478	1	0	18	
187-21475	1	0	18	
187-21476	0	1	3	
1-2	1	9	1	7	
187-21470	9	1	17	0	
255-28489	1	9	1	
1-7	7	1	9	9	1	7	
388-42942	0	17	1	
353-39403	1	1	14	
187-21572	1	0	18	
55-6394	20	8	6	
151-17401	0	1	7	
231-26032	3	0	27	
192-22010	5	4	1	9	1	
203-23278	5	1	1	
18-2110	1	9	10	
365-40727	2	23	23	0	
398-44301	1	9	1	
338-37600	0	2	11	
338-37601	6	1	4	
338-37603	4	1	1	4	
338-37605	2	0	10	10	0	
338-37607	6	1	1	4	
13-1409	14	26	26	10	
58-6744	5	6	8	
248-27602	1	9	1	
128-14744	17	0	0	17	
65-7844	5	6	0	14	
65-7840	3	1	5	
196-22629	17	1	7	
233-26258	6	4	1	
359-40112	27	4	1	7	
59-6840	7	1	0	
113-13077	12	6	0	
113-13074	12	2	0	
113-13075	2	0	0	
18-2184	1	9	10	
151-17497	26	10	0	
342-38011	14	1	7	14	
117-13794	8	7	27	
117-13793	1	1	6	
369-41526	2	1	1	14	
36-4340	23	23	15	
18-2026	1	9	10	
151-17498	0	1	7	
96-11155	26	2	2	
9-1057	7	1	8	12	12	6	
159-18413	0	17	1	
5-478	1	1	1	
267-29919	2	0	25	
243-27202	1	15	0	
135-15421	3	12	12	
13-1320	7	1	1	
243-27204	1	24	22	
13-1323	0	0	14	
146-16829	16	1	23	
243-27209	1	24	22	
13-1328	10	0	0	10	
196-22422	7	1	17	
30-3729	0	14	3	15	
196-22426	14	14	3	15	
30-3726	0	3	15	
113-12981	0	2	2	
113-12982	12	0	0	
293-32860	0	0	15	
336-37380	12	1	9	
63-7462	4	1	9	
124-14399	12	8	4	1	
293-32869	4	1	1	
302-34096	0	3	3	0	
293-32907	4	1	1	
21-2577	1	1	4	
57-6566	4	0	1	
100-11639	1	9	1	
342-38150	4	1	9	1	12	
196-22473	1	7	21	
196-22640	7	1	7	
196-22528	17	1	7	
63-7489	4	1	9	1	4	
58-6757	5	8	1	
377-42126	7	20	20	
390-43158	1	1	24	
336-37466	1	7	17	0	
35-4191	10	0	2	
338-37616	4	1	1	4	
324-36010	2	0	14	
76-8948	1	0	16	
191-21905	9	8	8	
369-41544	14	8	6	14	
146-16910	19	4	1	
296-33384	13	0	1	
96-11204	2	0	2	
191-21908	28	10	0	9	
342-38096	17	4	0	
124-14398	1	4	8	12	
143-16516	17	1	9	
151-17527	0	17	0	0	
18-2096	1	9	10	
327-36525	2	0	2	
196-22633	17	1	7	
196-22634	7	17	1	
360-40141	3	1	9	
332-37021	1	17	21	
233-26212	0	1	1	
196-22580	7	1	4	
65-7916	4	6	5	
116-13467	25	16	16	
147-17041	25	25	0	
100-11630	26	17	9	1	
187-21528	1	0	18	
187-21529	1	0	18	
187-21522	1	0	18	
230-25960	14	0	1	9	1	10	
10-1112	2	1	9	7	
151-17450	0	0	0	
151-17457	0	17	1	
284-31744	0	0	1	
8-888	19	3	1	
179-20532	5	23	23	5	
18-1984	24	10	8	
113-13039	12	0	0	
65-7721	5	8	4	5	
233-26236	0	17	1	1	
12-1288	7	1	17	
78-9076	0	0	3	
338-37632	2	11	1	6	
146-16860	1	9	1	4	19	
78-9072	1	1	0	
233-26230	26	10	0	17	4	6	
126-14628	4	17	1	9	
126-14629	1	7	12	
13-1361	10	14	0	
196-22466	9	1	7	
118-13843	14	0	1	
68-8176	15	2	3	27	
365-40812	23	2	2	0	
250-27827	24	6	4	
107-12395	14	6	5	5	6	
246-27437	8	4	4	
68-8178	16	4	4	
13-1444	10	0	0	
35-4228	6	23	5	
13-1446	6	2	11	2	
8-839	19	4	1	4	
365-40805	10	2	23	
302-34036	4	0	3	
102-11744	9	1	4	
102-11745	4	10	26	
76-8979	4	1	4	
29-3576	2	20	2	
371-41637	10	0	17	
264-29643	1	9	0	
49-5532	0	0	13	
49-5536	9	1	0	0	
146-16810	1	6	22	
390-43117	1	24	22	
196-22418	7	1	17	
102-11759	12	1	9	1	0	
196-22411	7	1	17	
196-22413	7	1	17	
124-14510	1	4	12	
198-22866	4	7	15	
193-22193	3	3	2	2	
63-7458	25	10	0	25	
396-44085	21	1	1	3	
384-42754	3	0	18	
384-42752	0	0	3	
201-23085	0	2	2	1	2	0	
9-987	1	1	4	
289-32494	21	1	23	
289-32493	23	23	1	
227-25706	15	2	11	
49-5547	11	2	13	13	
396-44110	3	25	24	
365-40938	23	16	0	
196-22575	17	1	7	
370-41605	11	2	12	12	2	11	
22-2708	21	3	14	
296-33450	0	10	13	
205-23350	1	0	10	17	
49-5548	13	2	11	
285-31818	3	2	2	
289-32549	2	2	1	
12-1303	1	1	9	
29-3609	2	20	2	
205-23357	9	1	4	
